arxiv_id,version,title,authors,published,updated,primary_category,categories,abstract,canonical_url,pdf_url,route_ids,families,rounds,raw_files
1307.3719,v4,Comparison of asymptotic variances of inhomogeneous Markov chains with application to Markov chain Monte Carlo methods,Florian Maire; Randal Douc; Jimmy Olsson,2013-07-14T10:22:35Z,2014-08-14T06:54:15Z,stat.ME,stat.ME;stat.CO,"In this paper, we study the asymptotic variance of sample path averages for inhomogeneous Markov chains that evolve alternatingly according to two different $π$-reversible Markov transition kernels $P$ and $Q$. More specifically, our main result allows us to compare directly the asymptotic variances of two inhomogeneous Markov chains associated with different kernels $P_i$ and $Q_i$, $i\in\{0,1\}$, as soon as the kernels of each pair $(P_0,P_1)$ and $(Q_0,Q_1)$ can be ordered in the sense of lag-one autocovariance. As an important application, we use this result for comparing different data-augmentation-type Metropolis-Hastings algorithms. In particular, we compare some pseudo-marginal algorithms and propose a novel exact algorithm, referred to as the random refreshment algorithm, which is more efficient, in terms of asymptotic variance, than the Grouped Independence Metropolis-Hastings algorithm and has a computational complexity that does not exceed that of the Monte Carlo Within Metropolis algorithm.",https://arxiv.org/abs/1307.3719,https://arxiv.org/pdf/1307.3719v4,Q17,correction,L4,raw/arxiv/Q17.xml
1309.2770,v1,Viscous fingering at ultralow interfacial tension,Siti Aminah Setu; Ioannis Zacharoudiou; Gareth J. Davies; Denis Bartolo; Sebastien Moulinet; Ard A. Louis; Julia M. Yeomans; Dirk G. A. L. Aarts,2013-09-11T09:32:14Z,2013-09-11T09:32:14Z,cond-mat.soft,cond-mat.soft,"We experimentally study the viscous fingering instability in a fluid-fluid phase separated colloid-polymer mixture by means of laser scanning confocal microscopy and microfluidics. We focus on three aspects of the instability. (i) The interface between the two demixed phases has an ultralow surface tension, such that we can address the role of thermal interface fluctuations. (ii) We image the interface in three dimensions allowing us to study the interplay between interface curvature and flow. (iii) The displacing fluid wets all walls completely, in contrast to traditional viscous fingering experiments, in which the displaced fluid wets the walls. We also perform lattice Boltzmann simulations, which help to interpret the experimental observations.",https://arxiv.org/abs/1309.2770,https://arxiv.org/pdf/1309.2770v1,Q14,author,L3,raw/arxiv/Q14.xml
1310.5467,v1,Melting of P wave bottomonium states in the quark-gluon plasma from lattice NRQCD,G. Aarts; C. Allton; S. Kim; M. P. Lombardo; S. M. Ryan; J. -I. Skullerud,2013-10-21T08:53:25Z,2013-10-21T08:53:25Z,hep-lat,hep-lat;hep-ph;nucl-th,"We study the fate of P wave bottomonium states in the quark-gluon plasma, using a spectral function analysis of euclidean lattice correlators. The correlators are obtained from lattice QCD simulations with two light quark flavours on highly anisotropic lattices, treating the bottom quark nonrelativistically. We find clear indications of melting immediately after the deconfinement transition.",https://arxiv.org/abs/1310.5467,https://arxiv.org/pdf/1310.5467v1,Q14,author,L3,raw/arxiv/Q14.xml
1311.3759,v1,Towards the continuum limit in transport coefficient computations,A. Francis; O. Kaczmarek; M. Laine; M. Müller; T. Neuhaus; H. Ohno,2013-11-15T07:55:42Z,2013-11-15T07:55:42Z,hep-lat,hep-lat,"The analytic continuation needed for the extraction of transport coefficients necessitates in principle a continuous function of the Euclidean time variable. We report on progress towards achieving the continuum limit for 2-point correlator measurements in thermal SU(3) gauge theory, with specific attention paid to scale setting. In particular, we improve upon the determination of the critical lattice coupling and the critical temperature of pure SU(3) gauge theory, estimating r0*Tc ~ 0.7470(7) after a continuum extrapolation. As an application the determination of the heavy quark momentum diffusion coefficient from a correlator of colour-electric fields attached to a Polyakov loop is discussed.",https://arxiv.org/abs/1311.3759,https://arxiv.org/pdf/1311.3759v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
1311.4386,v1,Lattice Monte Carlo methods for systems far from equilibrium,David Mesterházy; Luca Biferale; Karl Jansen; Raffaele Tripiccione,2013-11-18T14:12:20Z,2013-11-18T14:12:20Z,hep-lat,hep-lat;cond-mat.stat-mech;nlin.CD,"We present a new numerical Monte Carlo approach to determine the scaling behavior of lattice field theories far from equilibrium. The presented methods are generally applicable to systems where classical-statistical fluctuations dominate the dynamics. As an example, these methods are applied to the random-force-driven one-dimensional Burgers' equation - a model for hydrodynamic turbulence. For a self-similar forcing acting on all scales the system is driven to a nonequilibrium steady state characterized by a Kolmogorov energy spectrum. We extract correlation functions of single- and multi-point quantities and determine their scaling spectrum displaying anomalous scaling for high-order moments. Varying the external forcing we are able to tune the system continuously from equilibrium, where the fluctuations are short-range correlated, to the case where the system is strongly driven in the infrared. In the latter case the nonequilibrium scaling of small-scale fluctuations are shown to be universal.",https://arxiv.org/abs/1311.4386,https://arxiv.org/pdf/1311.4386v1,Q07,nonequilibrium,L2,raw/arxiv/Q07.xml
1312.0791,v1,Spectral functions of charmonium from 2 flavour anisotropic lattice data,Aoife Kelly; Jon-Ivar Skullerud; Chris Allton; Dhagash Mehta; Mehmet B. Oktay,2013-12-03T12:12:54Z,2013-12-03T12:12:54Z,hep-lat,hep-lat,"The spectral functions of QCD can give us insight into properties of hadrons, and they are useful in probing the QCD vacuum. I will discuss the correlators and spectral functions of charmonium in high temperature two flavour QCD. The spectral functions have been obtained using the Maximum Entropy Method from anisotropic lattice data using the conserved vector current. This work has been done as part of the FASTSUM collaboration. We find that the spectral functions for zero momentum are stable. At non-zero momentum the spectral functions are less stable but still produce resonance and transport peaks. This work is part of our programme to calculate the heavy quark diffusion constant.",https://arxiv.org/abs/1312.0791,https://arxiv.org/pdf/1312.0791v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
1403.5183,v1,Quark-Gluon Plasma: from lattice simulations to experimental results,G. Aarts; C. Allton; A. Kelly; J. -I. Skullerud; S. Kim; T. Harris; S. M. Ryan; M. P. Lombardo,2014-03-20T15:53:53Z,2014-03-20T15:53:53Z,hep-lat,hep-lat;hep-ph;nucl-th,"Theoretical studies of quarkonia can elucidate some of the important properties of the quark--gluon plasma, the state of matter realised when the temperature exceeds 150 MeV, currently probed by heavy-ion collisions experiments at BNL and the LHC. We report on our results of lattice studies of bottomonia for temperatures in the range 100 MeV < T < 450 MeV, introducing and discussing the methodologies we have applied. Of particular interest is the analysis of the spectral functions, where Bayesian methods borrowed and adapted from nuclear and condensed matter physics have proven very successful.",https://arxiv.org/abs/1403.5183,https://arxiv.org/pdf/1403.5183v1,Q14,author,L3,raw/arxiv/Q14.xml
1406.5795,v2,An extended space approach for particle Markov chain Monte Carlo methods,Christopher K. Carter; Eduardo F. Mendes; Robert Kohn,2014-06-23T02:23:45Z,2014-07-30T06:32:01Z,stat.ME,stat.ME,"In this paper we consider fully Bayesian inference in general state space models. Existing particle Markov chain Monte Carlo (MCMC) algorithms use an augmented model that takes into account all the variable sampled in a sequential Monte Carlo algorithm. This paper describes an approach that also uses sequential Monte Carlo to construct an approximation to the state space, but generates extra states using MCMC runs at each time point. We construct an augmented model for our extended space with the marginal distribution of the sampled states matching the posterior distribution of the state vector. We show how our method may be combined with particle independent Metropolis-Hastings or particle Gibbs steps to obtain a smoothing algorithm. All the Metropolis acceptance probabilities are identical to those obtained in existing approaches, so there is no extra cost in term of Metropolis-Hastings rejections when using our approach. The number of MCMC iterates at each time point is chosen by the used and our augmented model collapses back to the model in Olsson and Ryden (2011) when the number of MCMC iterations reduces. We show empirically that our approach works well on applied examples and can outperform existing methods.",https://arxiv.org/abs/1406.5795,https://arxiv.org/pdf/1406.5795v2,Q17,correction,L4,raw/arxiv/Q17.xml
1411.3503,v1,Light Glueball masses using the Multilevel Algorithm,Sourav Mondal; Pushan Majumdar; Nilmani Mathur,2014-11-13T11:20:04Z,2014-11-13T11:20:04Z,hep-lat,hep-lat,Following the multilevel scheme we present an error reduction algorithm for extracting glueball masses from monte-carlo simulations of pure SU(3) lattice gauge theory. We look at the two lightest states viz. the $0^{++}$ and $2^{++}$. Our method involves looking at correlations between large Wilson loops and does not require any smearing of links. The error bars we obtain are at the moment comparable to those obtained using smeared operators. We also present a comparison of our method with the naive method.,https://arxiv.org/abs/1411.3503,https://arxiv.org/pdf/1411.3503v1,Q23,multiscale,L9,expansion/raw/arxiv/Q23.xml
1411.7580,v1,Bottomonium in the plasma: lattice results,G. Aarts; C. Allton; W. Evans; P. Giudice; T. Harris; A. Kelly; S. Kim; M. P. Lombardo; S. Ryan; J-I Skullerud,2014-11-27T13:17:12Z,2014-11-27T13:17:12Z,hep-lat,hep-lat;nucl-th,"We present results on the heavy quarkonium spectrum and spectral functions obtained by performing large-scale simulations of QCD for temperatures ranging from about 100 to 500 MeV, in the same range as those explored by LHC experiments. We discuss our method and perspectives for further improvements towards the goal of full control over the many systematic uncertainties of these studies.",https://arxiv.org/abs/1411.7580,https://arxiv.org/pdf/1411.7580v1,Q14,author,L3,raw/arxiv/Q14.xml
1412.6594,v1,Quark mass dependence of quarkonium properties at finite temperature,H. Ohno; H. -T. Ding; O. Kaczmarek,2014-12-20T04:05:19Z,2014-12-20T04:05:19Z,hep-lat,hep-lat,"Quarkonium properties at finite temperature have been studied with quark masses of the charm and bottom quarks. Our simulations have been performed in quenched QCD with the $O(a)$-improved Wilson quarks on large and fine isotropic lattices with the spatial lattice extents $N_σ=$ 96, 192 and the corresponding lattice spacings $a =$ 0.0190, 0.00967 fm, respectively, at temperatures in a range between about 0.7$T_c$ and 1.4$T_c$. We show temperature and quark mass dependence of quarkonium correlation functions and related physical quantities: the quark number susceptibility and the heavy quark diffusion constant.",https://arxiv.org/abs/1412.6594,https://arxiv.org/pdf/1412.6594v1,Q10,diffusion,L2,raw/arxiv/Q10.xml
1501.05757,v5,On the Geometric Ergodicity of Metropolis-Hastings Algorithms for Lattice Gaussian Sampling,Zheng Wang; Cong Ling,2015-01-23T09:58:20Z,2017-02-06T13:11:09Z,cs.IT,cs.IT,"Sampling from the lattice Gaussian distribution is emerging as an important problem in coding and cryptography. In this paper, the classic Metropolis-Hastings (MH) algorithm from Markov chain Monte Carlo (MCMC) methods is adapted for lattice Gaussian sampling. Two MH-based algorithms are proposed, which overcome the restriction suffered by the default Klein's algorithm. The first one, referred to as the independent Metropolis-Hastings-Klein (MHK) algorithm, tries to establish a Markov chain through an independent proposal distribution. We show that the Markov chain arising from the independent MHK algorithm is uniformly ergodic, namely, it converges to the stationary distribution exponentially fast regardless of the initial state. Moreover, the rate of convergence is explicitly calculated in terms of the theta series, leading to a predictable mixing time. In order to further exploit the convergence potential, a symmetric Metropolis-Klein (SMK) algorithm is proposed. It is proven that the Markov chain induced by the SMK algorithm is geometrically ergodic, where a reasonable selection of the initial state is capable to enhance the convergence performance.",https://arxiv.org/abs/1501.05757,https://arxiv.org/pdf/1501.05757v5,Q17;Q19,correction,L4;L5,expansion/raw/arxiv/Q19.xml;raw/arxiv/Q17.xml
1503.08813,v1,Hopping parameter expansion to all orders using the complex Langevin equation,G. Aarts; E. Seiler; D. Sexty; I. -O. Stamatescu,2015-03-30T19:46:38Z,2015-03-30T19:46:38Z,hep-lat,hep-lat;hep-ph;hep-th,"We propose two novel formulations of the hopping parameter expansion for finite density QCD using Wilson fermions, while keeping the gauge action intact. We use the complex Langevin equation to circumvent the sign problem in the theory. We perform simulations at very high order of the expansion, such that convergence is directly observable. We compare results to the full QCD results, and see agreement at sufficiently high orders. These results provide support for the use of complex Langevin dynamics to study QCD at nonzero density, both in the full and the expanded theory, and for the convergence of the latter.",https://arxiv.org/abs/1503.08813,https://arxiv.org/pdf/1503.08813v1,Q14,author,L3,raw/arxiv/Q14.xml
1511.07102,v1,Efficient MCMC implementation of multi-state mark-recapture models,Jessica H Ford; Toby A Patterson; Mark V Bravington,2015-11-23T03:32:08Z,2015-11-23T03:32:08Z,stat.AP,stat.AP,"Inherent differences in behaviour of individual animal movement can introduce bias into estimates of population parameters derived from mark-recapture data. Additionally, quantifying individual heterogeneity is of considerable interest in it's own right as numerous studies have shown how heterogeneity can drive population dynamics. In this paper we incorporate multiple measures of individual heterogeneity into a multi-state mark-recapture model, using a Beta-Binomial Gibbs sampler using MCMC estimation. We also present a novel Independent Metropolis-Hastings sampler which allows for efficient updating of the hyper-parameters which cannot be updated using Gibbs sampling. We tested the model using simulation studies and applied the model to mark-resight data of North Atlantic humpback whales observed in the Stellwagen Bank National Marine Sanctuary where heterogeneity is present in both sighting probability and site preference. Simulation studies show asymptotic convergence of the posterior distribution for each of the hyper-parameters to true parameter values. In application to humpback whales individual heterogeneity is evident in sighting probability and propensity to use the marine sanctuary.",https://arxiv.org/abs/1511.07102,https://arxiv.org/pdf/1511.07102v1,Q17,correction,L4,raw/arxiv/Q17.xml
